cell,instance,variant,status_solver,completed,solver_seconds,par10_seconds,work_recorded,work_native_log,work_native_resolution,work_rounding_mismatch,nodes,max_absolute_row_residual,max_rhs_normalized_residual,max_activity_normalized_residual,verification_available,absolute_1e6_pass,activity_1e8_pass,activity_1e6_pass,log
gurobi_simple_01pct,caso44c.txt,matricial_plano_l2,OPTIMAL,True,125.636592096,125.636592096,158.0,158.17,0.01,True,16998.0,3.00721512758173e-05,3.00721512758173e-05,7.70923919364004e-10,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso44c_matricial_plano_l2.log
gurobi_simple_01pct,caso44c.txt,role_hybrid,OPTIMAL,True,111.761905143,111.761905143,150.0,150.31,0.01,True,15918.0,1.9073486328125e-06,3.72529029846191e-07,1.45816278312418e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso44c_role_hybrid.log
gurobi_simple_01pct,caso46e.txt,base,OPTIMAL,True,24.515003218,24.515003218,26.73764,26.74,0.01,False,198.0,4.76371496915817e-07,3.85567545890808e-07,1.28263306642056e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso46e_base.log
gurobi_simple_01pct,caso46e.txt,matricial_plano,OPTIMAL,True,35.405874927,35.405874927,50.0,50.12,0.01,True,403.0,0.00189978629350662,2.41287052631378e-05,1.18547985649628e-06,True,False,False,False,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso46e_matricial_plano.log
gurobi_simple_01pct,caso46e.txt,matricial_plano_l2,OPTIMAL,True,66.488867931,66.488867931,82.0,81.83,0.01,True,12744.0,0.000235803425312042,0.000235803425312042,1.26307247252873e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso46e_matricial_plano_l2.log
gurobi_simple_01pct,caso46e.txt,role_hybrid,OPTIMAL,True,36.620728382,36.620728382,50.0,50.12,0.01,True,403.0,0.00189978629350662,2.41287052631378e-05,1.18547985649628e-06,True,False,False,False,results-revision/research-audit/operational/cluster-logs/gurobi_simple_01pct/logs/caso46e_role_hybrid.log
gurobi_simple_1pct,caso01a.txt,base,OPTIMAL,True,1.690849359,1.690849359,1.682545,1.68,0.01,False,1.0,2.58907675743103e-07,2.58907675743103e-07,5.03259119615214e-10,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso01a_base.log
gurobi_simple_1pct,caso01a.txt,matricial_plano,OPTIMAL,True,1.791426615,1.791426615,2.0,1.79,0.01,True,1.0,2.62260437011719e-06,1.828708263929e-06,5.94168090359495e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso01a_matricial_plano.log
gurobi_simple_1pct,caso01a.txt,matricial_plano_l2,OPTIMAL,True,2.417392132,2.417392132,2.0,2.0,0.01,False,1.0,0.00247393548488617,0.00247393548488617,8.37669770903109e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso01a_matricial_plano_l2.log
gurobi_simple_1pct,caso01a.txt,role_hybrid,OPTIMAL,True,1.846018745,1.846018745,2.0,1.79,0.01,True,1.0,2.62260437011719e-06,1.828708263929e-06,5.94168090359495e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso01a_role_hybrid.log
gurobi_simple_1pct,caso03b.txt,base,OPTIMAL,True,2.500109607,2.500109607,2.279629,2.28,0.01,False,1.0,5.51575794816017e-07,2.25380063056946e-07,5.97095272171693e-11,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso03b_base.log
gurobi_simple_1pct,caso03b.txt,matricial_plano,OPTIMAL,True,2.504401961,2.504401961,2.0,2.19,0.01,True,1.0,2.38418579101562e-06,2.7194619178772e-07,4.88700940282816e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso03b_matricial_plano.log
gurobi_simple_1pct,caso03b.txt,matricial_plano_l2,OPTIMAL,True,2.311468939,2.311468939,2.0,2.03,0.01,True,1.0,2.38418579101562e-06,4.01626954037259e-07,4.01626954037259e-07,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso03b_matricial_plano_l2.log
gurobi_simple_1pct,caso03b.txt,role_hybrid,OPTIMAL,True,2.429602961,2.429602961,2.0,2.19,0.01,True,1.0,2.38418579101562e-06,2.7194619178772e-07,4.88700940282816e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso03b_role_hybrid.log
gurobi_simple_1pct,caso05d.txt,base,OPTIMAL,True,34.855508459,34.855508459,37.925164,37.93,0.01,False,19069.0,5.21540641784668e-07,2.68220901489258e-07,3.57698769043422e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso05d_base.log
gurobi_simple_1pct,caso05d.txt,matricial_plano,OPTIMAL,True,1.689086598,1.689086598,2.0,1.58,0.01,True,1.0,2.86102294921875e-06,4.76837158203125e-07,3.070215482821e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso05d_matricial_plano.log
gurobi_simple_1pct,caso05d.txt,matricial_plano_l2,OPTIMAL,True,59.117440771,59.117440771,65.0,65.5,0.01,True,23137.0,1.56066380441189e-05,1.18487514555454e-06,1.1549748135081e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso05d_matricial_plano_l2.log
gurobi_simple_1pct,caso05d.txt,role_hybrid,OPTIMAL,True,1.680309604,1.680309604,2.0,1.58,0.01,True,1.0,2.86102294921875e-06,4.76837158203125e-07,3.070215482821e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso05d_role_hybrid.log
gurobi_simple_1pct,caso10e.txt,base,OPTIMAL,True,117.926458289,117.926458289,136.798394,136.8,0.01,False,20097.0,2.37952917814255e-07,2.27242708206177e-07,6.41553305366816e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso10e_base.log
gurobi_simple_1pct,caso10e.txt,matricial_plano,OPTIMAL,True,3.582417461,3.582417461,3.0,2.89,0.01,True,1.0,9.66247171163559e-07,3.96743416786194e-07,4.23853138629008e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso10e_matricial_plano.log
gurobi_simple_1pct,caso10e.txt,matricial_plano_l2,OPTIMAL,True,111.075487,111.075487,118.0,118.1,0.01,True,23989.0,1.00713805295527e-06,2.30967998504639e-07,5.0747704593411e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso10e_matricial_plano_l2.log
gurobi_simple_1pct,caso10e.txt,role_hybrid,OPTIMAL,True,3.576780684,3.576780684,3.0,2.89,0.01,True,1.0,9.66247171163559e-07,3.96743416786194e-07,4.23853138629008e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso10e_role_hybrid.log
gurobi_simple_1pct,caso14a.txt,base,OPTIMAL,True,1.033258522,1.033258522,0.753443,0.75,0.01,False,1.0,4.76837158203125e-07,2.83122062683105e-07,2.41148462090197e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso14a_base.log
gurobi_simple_1pct,caso14a.txt,matricial_plano,OPTIMAL,True,1.090236161,1.090236161,1.0,0.75,0.01,True,1.0,1.43051147460938e-06,3.01748514175415e-07,6.0409126644512e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso14a_matricial_plano.log
gurobi_simple_1pct,caso14a.txt,matricial_plano_l2,OPTIMAL,True,1.346974667,1.346974667,1.0,0.93,0.01,True,1.0,1.88350677490234e-05,2.42143869400024e-07,4.65688971364755e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso14a_matricial_plano_l2.log
gurobi_simple_1pct,caso14a.txt,role_hybrid,OPTIMAL,True,1.094957914,1.094957914,1.0,0.75,0.01,True,1.0,1.43051147460938e-06,3.01748514175415e-07,6.0409126644512e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso14a_role_hybrid.log
gurobi_simple_1pct,caso20c.txt,base,OPTIMAL,True,1.364981126,1.364981126,1.032589,1.03,0.01,False,1.0,9.00498501898994e-06,9.00498501898994e-06,1.04687566900012e-07,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso20c_base.log
gurobi_simple_1pct,caso20c.txt,matricial_plano,OPTIMAL,True,1.562142306,1.562142306,1.0,1.03,0.01,True,1.0,6.26853434368968e-05,3.65078449249268e-07,1.32072800419575e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso20c_matricial_plano.log
gurobi_simple_1pct,caso20c.txt,matricial_plano_l2,OPTIMAL,True,1.636494799,1.636494799,1.0,1.01,0.01,True,1.0,6.17315527051687e-05,2.73808836936951e-07,9.08760074564973e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso20c_matricial_plano_l2.log
gurobi_simple_1pct,caso20c.txt,role_hybrid,OPTIMAL,True,1.558110053,1.558110053,1.0,1.03,0.01,True,1.0,6.26853434368968e-05,3.65078449249268e-07,1.32072800419575e-12,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso20c_role_hybrid.log
gurobi_simple_1pct,caso22d.txt,base,OPTIMAL,True,1.952338993,1.952338993,1.868791,1.87,0.01,False,1.0,4.76837158203125e-07,2.04890966415405e-07,3.30008709476951e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso22d_base.log
gurobi_simple_1pct,caso22d.txt,matricial_plano,OPTIMAL,True,2.061787994,2.061787994,2.0,1.93,0.01,True,1.0,2.86105205304921e-06,3.24100255966187e-07,2.84286483243079e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso22d_matricial_plano.log
gurobi_simple_1pct,caso22d.txt,matricial_plano_l2,OPTIMAL,True,2.12345976,2.12345976,2.0,1.93,0.01,True,1.0,1.39209441840649e-06,2.5331974029541e-07,7.272627858377e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso22d_matricial_plano_l2.log
gurobi_simple_1pct,caso22d.txt,role_hybrid,OPTIMAL,True,2.062309266,2.062309266,2.0,1.93,0.01,True,1.0,2.86105205304921e-06,3.24100255966187e-07,2.84286483243079e-14,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso22d_role_hybrid.log
gurobi_simple_1pct,caso24f.txt,base,OPTIMAL,True,2.661945127,2.661945127,2.468419,2.47,0.01,False,1.0,9.5367431640625e-07,9.5367431640625e-07,1.28962970521297e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso24f_base.log
gurobi_simple_1pct,caso24f.txt,matricial_plano,OPTIMAL,True,2.570261546,2.570261546,2.0,2.35,0.01,True,1.0,9.54256393015385e-07,8.86619091033936e-07,1.38327683414057e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso24f_matricial_plano.log
gurobi_simple_1pct,caso24f.txt,matricial_plano_l2,OPTIMAL,True,18.796027755,18.796027755,20.0,19.73,0.01,True,4330.0,0.000428764149546623,0.000428764149546623,1.78582189773536e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso24f_matricial_plano_l2.log
gurobi_simple_1pct,caso24f.txt,role_hybrid,OPTIMAL,True,2.576695698,2.576695698,2.0,2.35,0.01,True,1.0,9.54256393015385e-07,8.86619091033936e-07,1.38327683414057e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso24f_role_hybrid.log
gurobi_simple_1pct,caso27a.txt,base,OPTIMAL,True,1.43995932,1.43995932,1.203869,1.2,0.01,False,1.0,4.76604327559471e-07,2.83122062683105e-07,9.57970270902458e-13,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso27a_base.log
gurobi_simple_1pct,caso27a.txt,matricial_plano,OPTIMAL,True,1.450372376,1.450372376,1.0,1.25,0.01,True,1.0,1.10035762190819e-06,3.44589352607727e-07,6.33093217693824e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso27a_matricial_plano.log
gurobi_simple_1pct,caso27a.txt,matricial_plano_l2,OPTIMAL,True,1.389866335,1.389866335,1.0,1.1,0.01,True,1.0,2.41287052631378e-05,2.41287052631378e-05,6.11168507601738e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso27a_matricial_plano_l2.log
gurobi_simple_1pct,caso27a.txt,role_hybrid,OPTIMAL,True,1.45332928,1.45332928,1.0,1.25,0.01,True,1.0,1.10035762190819e-06,3.44589352607727e-07,6.33093217693824e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso27a_role_hybrid.log
gurobi_simple_1pct,caso29c.txt,base,OPTIMAL,True,2.231694,2.231694,1.949761,1.95,0.01,False,1.0,1.07125379145145e-06,1.07125379145145e-06,3.02798678012506e-10,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso29c_base.log
gurobi_simple_1pct,caso29c.txt,matricial_plano,OPTIMAL,True,2.45756145,2.45756145,2.0,2.32,0.01,True,1.0,1.33446883410215e-06,1.33446883410215e-06,2.89245915904053e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso29c_matricial_plano.log
gurobi_simple_1pct,caso29c.txt,matricial_plano_l2,OPTIMAL,True,30.425434259,30.425434259,34.0,33.68,0.01,True,3868.0,1.95503307622857e-05,1.05309300124645e-06,3.02798764027289e-10,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso29c_matricial_plano_l2.log
gurobi_simple_1pct,caso29c.txt,role_hybrid,OPTIMAL,True,2.424398394,2.424398394,2.0,2.32,0.01,True,1.0,1.33446883410215e-06,1.33446883410215e-06,2.89245915904053e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso29c_role_hybrid.log
gurobi_simple_1pct,caso31e.txt,base,OPTIMAL,True,2.204250208,2.204250208,2.33319,2.33,0.01,False,1.0,6.8241582980022e-06,6.8241582980022e-06,7.17610405252194e-08,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso31e_base.log
gurobi_simple_1pct,caso31e.txt,matricial_plano,OPTIMAL,True,2.4043177,2.4043177,2.0,2.42,0.01,True,1.0,6.75092451274395e-07,6.75092451274395e-07,2.38399480445708e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso31e_matricial_plano.log
gurobi_simple_1pct,caso31e.txt,matricial_plano_l2,OPTIMAL,True,1.829953379,1.829953379,2.0,1.56,0.01,True,1.0,1.43051147460938e-06,7.94709194451571e-07,1.58903301357448e-08,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso31e_matricial_plano_l2.log
gurobi_simple_1pct,caso31e.txt,role_hybrid,OPTIMAL,True,2.42934262,2.42934262,2.0,2.42,0.01,True,1.0,6.75092451274395e-07,6.75092451274395e-07,2.38399480445708e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso31e_role_hybrid.log
gurobi_simple_1pct,caso33f.txt,base,OPTIMAL,True,1.656640969,1.656640969,1.541718,1.54,0.01,False,1.0,2.64495611190796e-07,2.64495611190796e-07,1.25003231901445e-07,True,True,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso33f_base.log
gurobi_simple_1pct,caso33f.txt,matricial_plano,OPTIMAL,True,1.85586038,1.85586038,2.0,1.88,0.01,True,1.0,6.31203874945641e-07,2.96160578727722e-07,1.37988752306994e-07,True,True,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso33f_matricial_plano.log
gurobi_simple_1pct,caso33f.txt,matricial_plano_l2,OPTIMAL,True,1.889253144,1.889253144,2.0,1.85,0.01,True,1.0,8.37826519273221e-07,2.64495611190796e-07,1.86517468137026e-14,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso33f_matricial_plano_l2.log
gurobi_simple_1pct,caso33f.txt,role_hybrid,OPTIMAL,True,1.858058151,1.858058151,2.0,1.88,0.01,True,1.0,6.31203874945641e-07,2.96160578727722e-07,1.37988752306994e-07,True,True,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso33f_role_hybrid.log
gurobi_simple_1pct,caso42b.txt,base,OPTIMAL,True,2.729543005,2.729543005,2.561823,2.56,0.01,False,1.0,1.39362929019171e-06,1.39362929019171e-06,5.00960450994213e-09,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso42b_base.log
gurobi_simple_1pct,caso42b.txt,matricial_plano,OPTIMAL,True,2.520573539,2.520573539,2.0,2.14,0.01,True,1.0,1.14669091999531e-06,4.22820448875427e-07,3.19957999428532e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso42b_matricial_plano.log
gurobi_simple_1pct,caso42b.txt,matricial_plano_l2,OPTIMAL,True,2.630935294,2.630935294,2.0,2.13,0.01,True,1.0,1.35856680572033e-06,6.9616362452507e-07,8.75165521984846e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso42b_matricial_plano_l2.log
gurobi_simple_1pct,caso42b.txt,role_hybrid,OPTIMAL,True,2.524001443,2.524001443,2.0,2.14,0.01,True,1.0,1.14669091999531e-06,4.22820448875427e-07,3.19957999428532e-11,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso42b_role_hybrid.log
gurobi_simple_1pct,caso44c.txt,base,OPTIMAL,True,2.321200898,2.321200898,2.334491,2.33,0.01,False,1.0,1.78813934326172e-07,1.78813934326172e-07,1.08777448823496e-10,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso44c_base.log
gurobi_simple_1pct,caso44c.txt,matricial_plano,OPTIMAL,True,2.253044481,2.253044481,2.0,2.11,0.01,True,1.0,9.54139977693558e-07,3.07336449623108e-07,2.49158172703338e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso44c_matricial_plano.log
gurobi_simple_1pct,caso44c.txt,matricial_plano_l2,OPTIMAL,True,2.024846535,2.024846535,2.0,1.99,0.01,True,1.0,1.9073486328125e-06,1.78813934326172e-07,1.0877736050608e-10,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso44c_matricial_plano_l2.log
gurobi_simple_1pct,caso44c.txt,role_hybrid,OPTIMAL,True,2.254712981,2.254712981,2.0,2.11,0.01,True,1.0,9.54139977693558e-07,3.07336449623108e-07,2.49158172703338e-16,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso44c_role_hybrid.log
gurobi_simple_1pct,caso46e.txt,base,OPTIMAL,True,1.972806426,1.972806426,1.677501,1.68,0.01,False,1.0,4.76371496915817e-07,3.85567545890808e-07,1.28263306642056e-12,True,True,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso46e_base.log
gurobi_simple_1pct,caso46e.txt,matricial_plano,OPTIMAL,True,1.962066813,1.962066813,2.0,1.59,0.01,True,1.0,1.04587525129318e-06,3.85567545890808e-07,2.36398179382116e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso46e_matricial_plano.log
gurobi_simple_1pct,caso46e.txt,matricial_plano_l2,OPTIMAL,True,67.625807556,67.625807556,74.0,73.77,0.01,True,10362.0,4.97043290548027,4.97043290548027,1.15053973618851e-07,True,False,False,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso46e_matricial_plano_l2.log
gurobi_simple_1pct,caso46e.txt,role_hybrid,OPTIMAL,True,1.909752082,1.909752082,2.0,1.59,0.01,True,1.0,1.04587525129318e-06,3.85567545890808e-07,2.36398179382116e-13,True,False,True,True,results-revision/research-audit/operational/cluster-logs/gurobi_simple_1pct/logs/caso46e_role_hybrid.log
