M,seed,method,presolve,solver,status,rounded_optimal,rounded_optimal_within_eta,integer_error,objective_rounded,true_optimum,prep_seconds,solver_seconds,exported_rows,nnz,max_exported_violation,x
1000000,50,Pair-sum,False,highs,kOptimal,False,False,4.999985001585827e-07,396.0,347,0.09933706499941763,0.02030849600032525,19,144,2.384185791015625e-07,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, -0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.9999998333333889, 0.0, 1.0, 0.0, 1.0, 0.0, -0.0, 1.0, 0.9999995000015, -0.0, 1.0, 4.999985001585827e-07, 4.999985001585827e-07, 0.9999995000014998, -0.0, 0.0, 1.0000000000000004, 0.0, 0.0, 1.0]"
1000000,50,Pair-sum,False,gurobi,2,False,False,8.749989063345601e-07,396.0,347,0.09933706499941763,0.002992003000144905,19,144,4.643148743228376e-17,"[0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 8.749989063345601e-07, 8.749989062195596e-07, -0.0, 0.9999991250010938, -0.0, 1.0, 1.0000004999994998, 1.0, -0.0, 1.0, -4.999994998287435e-07, 1.0, -0.0, 1.0, -0.0, -0.0, 1.0000001250001562, 1.0, -0.0, 0.999999500002, 0.0, -0.0, 1.0, 0.0, -0.0, 1.0, 0.0, -0.0, 1.0]"
1000000,50,Pair-sum,True,highs,kOptimal,False,False,2.4999981240725333e-07,396.0,347,0.09933706499941763,0.0040282170002683415,19,144,2.384185791015625e-07,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0000002499998124, 0.9999998333332498, 0.0, 1.0, 0.0, 0.0, 1.0, -0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1000000,50,Pair-sum,True,gurobi,2,False,False,0.0,396.0,347,0.09933706499941763,0.004908477999379102,19,144,2.384185791015625e-07,"[-0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, -0.0, 1.0, -0.0, -0.0, 1.0, 1.0, -0.0, 1.0, -0.0, -0.0, 1.0, -0.0, -0.0, 1.0, -0.0, 0.0, 1.0]"
1000000,50,All-elimination,False,highs,ABSTAIN,False,False,,,347,0.015878498000347463,0.0,,,,null
1000000,50,All-elimination,False,gurobi,ABSTAIN,False,False,,,347,0.015878498000347463,0.0,,,,null
1000000,50,All-elimination,True,highs,ABSTAIN,False,False,,,347,0.015878498000347463,0.0,,,,null
1000000,50,All-elimination,True,gurobi,ABSTAIN,False,False,,,347,0.015878498000347463,0.0,,,,null
1000000,50,Selected-guards,False,highs,ABSTAIN,False,False,,,347,0.015773843000715715,0.0,,,,null
1000000,50,Selected-guards,False,gurobi,ABSTAIN,False,False,,,347,0.015773843000715715,0.0,,,,null
1000000,50,Selected-guards,True,highs,ABSTAIN,False,False,,,347,0.015773843000715715,0.0,,,,null
1000000,50,Selected-guards,True,gurobi,ABSTAIN,False,False,,,347,0.015773843000715715,0.0,,,,null
1000000,51,Base,False,highs,kOptimal,True,True,0.0,298.0,298,1.0459998520673253e-06,0.01810149100037961,13,108,0.0,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, -0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1000000,51,Base,False,gurobi,2,True,True,0.0,298.0,298,1.0459998520673253e-06,0.009911668999848189,13,108,0.0,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
