model_id,family,seed,exponent,method,presolve,solver,status,rounded_optimal,rounded_exact_feasible,max_integrality_error,solver_seconds,nodes,x,exported_A,exported_b
cardinality_s101_e9,cardinality,101,9,GCD-floor-GM,False,cplex,integer optimal solution,True,True,0.0,0.002636053000060201,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0, -0.0, -0.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e9,cardinality,101,9,GCD-floor-GM,True,cplex,integer optimal solution,True,True,0.0,0.0028684299995802576,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s101_e9,cardinality,101,9,GCD-midgap-GM,False,cplex,integer optimal solution,True,True,0.0,0.004182269000011729,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s101_e9,cardinality,101,9,GCD-midgap-GM,True,cplex,integer optimal solution,True,True,0.0,0.0029478830001608003,0,"[1.0, -0.0, -0.0, -0.0, 1.0, 1.0, -0.0, -0.0, -0.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e0,cardinality,102,0,GCD-floor,False,cplex,integer optimal solution,True,True,0.0,0.0027405380005802726,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e0,cardinality,102,0,GCD-floor,True,cplex,integer optimal solution,True,True,0.0,0.0029310310001164908,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e0,cardinality,102,0,GCD-floor-GM,False,cplex,integer optimal solution,True,True,0.0,0.0025863959999696817,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e0,cardinality,102,0,GCD-floor-GM,True,cplex,integer optimal solution,True,True,0.0,0.0027960679999523563,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e0,cardinality,102,0,GCD-midgap-GM,False,cplex,integer optimal solution,True,True,0.0,0.003643052999905194,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e0,cardinality,102,0,GCD-midgap-GM,True,cplex,integer optimal solution,True,True,0.0,0.002919281000686169,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e3,cardinality,102,3,GCD-floor,False,cplex,integer optimal solution,True,True,0.0,0.0027221990003454266,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e3,cardinality,102,3,GCD-floor,True,cplex,integer optimal solution,True,True,0.0,0.002932358999714779,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e3,cardinality,102,3,GCD-floor-GM,False,cplex,integer optimal solution,True,True,0.0,0.002578857999651518,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e3,cardinality,102,3,GCD-floor-GM,True,cplex,integer optimal solution,True,True,0.0,0.0029217639994385536,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e3,cardinality,102,3,GCD-midgap-GM,False,cplex,integer optimal solution,True,True,0.0,0.0035957489999418613,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e3,cardinality,102,3,GCD-midgap-GM,True,cplex,integer optimal solution,True,True,0.0,0.0028461709998737206,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e6,cardinality,102,6,GCD-floor,False,cplex,integer optimal solution,True,True,0.0,0.002621917999931611,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e6,cardinality,102,6,GCD-floor,True,cplex,integer optimal solution,True,True,0.0,0.0028959999999642605,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e6,cardinality,102,6,GCD-floor-GM,False,cplex,integer optimal solution,True,True,0.0,0.0026444640006957343,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e6,cardinality,102,6,GCD-floor-GM,True,cplex,integer optimal solution,True,True,0.0,0.0028898119999212213,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e6,cardinality,102,6,GCD-midgap-GM,False,cplex,integer optimal solution,True,True,0.0,0.0036151880003671977,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e6,cardinality,102,6,GCD-midgap-GM,True,cplex,integer optimal solution,True,True,0.0,0.00298891599959461,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.5]
cardinality_s102_e9,cardinality,102,9,GCD-floor,False,cplex,integer optimal solution,True,True,0.0,0.0027352449997124495,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e9,cardinality,102,9,GCD-floor,True,cplex,integer optimal solution,True,True,0.0,0.0029438999999911175,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e9,cardinality,102,9,GCD-floor-GM,False,cplex,integer optimal solution,True,True,0.0,0.0026361689997429494,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, -0.0, 1.0, -0.0, 1.0, 1.0, 1.0, -0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
cardinality_s102_e9,cardinality,102,9,GCD-floor-GM,True,cplex,integer optimal solution,True,True,0.0,0.0030477430000246386,0,"[-0.0, 1.0, 0.0, -0.0, -0.0, 0.0, 1.0, -0.0, 1.0, 1.0, 1.0, 0.0]","[[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]]",[5.0]
